ix,BAC,age,collection_date,drink_type,num_drinks,sex,units,volume_consumed,weight
1664,0.045140262,2/11/65,2018-01-29T12:21:46.641136,Franziskaner Weissbier,1.4,,metric,495.5511543,253.7974142
1665,0.06088631,527,2018-01-29T12:21:46.641322,shots,1.7,F,,2.55,146.63
1666,0.090108835,419,2018-01-29T12:21:46.641473,vidka,5,meal,,7.5,244.59
1667,0.066255493,50,2018-01-29T12:21:46.641624,Wine,3,male,,15,191.06
1668,0.230662954,12/1/87,2018-01-29T12:21:46.641788,Vino,7.5,Female,,37.5,180.35
1669,0.081037875,60,2018-01-29T12:21:46.641957,Wine,3.3,male,metric,489.6750132,270.0793815
1670,0.065710897,511,2018-01-29T12:21:46.642131,Merlot,2.4,meal,,12,168.45
1671,0.014874222,41,2018-01-29T12:21:46.642320,Franziskaner Weissbier,0.6,,metric,211.8868163,275.3368845
1672,0.224354452,4/7/81,2018-01-29T12:21:46.642793,Bud Light,5.5,F,,66,135.58
1673,0.148868868,12/23/93,2018-01-29T12:21:46.643103,Merlot,5.2,M,,26,163.7
1674,0.095758693,45,2018-01-29T12:21:46.643379,Scotch,2.8,Female,SI,124.4269787,247.2290847
1675,0.149349331,5/20/77,2018-01-29T12:21:46.643567,Cab,4.9,F,,24.5,183.87
1676,0.162222369,327,2018-01-29T12:21:46.643734,Vino,7.4,M,,37,213.68
1677,0.208335226,322,2018-01-29T12:21:46.643885,Franziskaner Weissbier,5.6,femeal,,67.2,144.35
1678,0.110183017,45,2018-01-29T12:21:46.644045,Warsteiner,3.9,M,,46.8,165.35
1679,0.215128971,3/12/95,2018-01-29T12:21:46.644206,IPA,5.5,,metric,1952.842565,216.3262979
1680,0.055944104,531,2018-01-29T12:21:46.644381,Bud Light,1.7,female,metric,603.5272567,253.0167518
1681,0.074980768,8/31/81,2018-01-29T12:21:46.644542,Wine,2.8,Female,,14,200.89
1682,0.017555254,480,2018-01-29T12:21:46.644714,IPA,0.6,Male,metric,213.7398058,243.8806631
1683,0.099104396,338,2018-01-29T12:21:46.644873,Scotch,4.5,male,,6.75,212.67
1684,0.022188188,3/27/81,2018-01-29T12:21:46.645022,vidka,0.7,femeal,metric,30.24917358,254.0939438
1685,0.047621293,725,2018-01-29T12:21:46.645262,Wine,1.2,F,SI,176.0827906,202.0967973
1686,0.051026564,31,2018-01-29T12:21:46.645730,Scotch,2.4,,metric,106.1864108,272.2121121
1687,0.09121314,516,2018-01-29T12:21:46.646259,Merlot,2.9,Female,,14.5,173.46
1688,0.084875862,58,2018-01-29T12:21:46.646749,Vin,3.8,meal,metric,561.8544462,280.747168
1689,0.155299427,52,2018-01-29T12:21:46.647290,IPA,4.3,female,metric,1526.5343,217.014598
1690,0.029806067,544,2018-01-29T12:21:46.647772,Merlot,0.6,F,,3,150.26
1691,0.069478768,22,2018-01-29T12:21:46.648207,Beer,3.3,Male,metric,1171.351467,309.3578939
1692,0.169563796,11/28/83,2018-01-29T12:21:46.648734,vidka,4.4,F,,6.6,145.84
1693,0.044906565,254,2018-01-29T12:21:46.649288,Beer,1.2,,metric,426.1117623,243.5343985
1694,0.046190432,558,2018-01-29T12:21:46.649561,Scotch,2.2,male,,3.3,223.22
1695,0.189132145,271,2018-01-29T12:21:46.649724,Cab,6.6,M,metric,976.6927286,235.9092214
1696,0.077987723,463,2018-01-29T12:21:46.649891,Franziskaner Weissbier,1.9,female,,22.8,142.71
1697,0.154132997,40,2018-01-29T12:21:46.650044,Wine,4.4,F,,22,166.19
1698,0.095332086,8/23/61,2018-01-29T12:21:46.650209,Bud Light,3.1,F,metric,1102.495619,256.06574
1699,0.138200178,11/2/54,2018-01-29T12:21:46.650394,Warsteiner,3.6,Female,,43.2,162.83
1700,0.068492304,63,2018-01-29T12:21:46.650694,shots,2.8,,,4.2,194.3
1701,0.266117449,357,2018-01-29T12:21:46.650883,Beer,6.7,female,SI,2378.92637,207.1640088
1702,0.086806075,43,2018-01-29T12:21:46.651054,Franziskaner Weissbier,2.9,female,,34.8,167.42
1703,0.086797204,487,2018-01-29T12:21:46.651221,Beer,2.5,femeal,metric,887.826533,240.7489085
1704,0.187640804,302,2018-01-29T12:21:46.651533,Vino,6,femeal,metric,888.8809126,262.0978162
1705,0.158948235,315,2018-01-29T12:21:46.651755,Warsteiner,5.7,,metric,2023.650592,233.2493154
1706,0.06362877,10/19/87,2018-01-29T12:21:46.651933,Vin,1.7,femeal,,8.5,168.16
1707,0.007971828,4/23/65,2018-01-29T12:21:46.652139,Franziskaner Weissbier,0.5,meal,,6,194.97
1708,0.322095449,31,2018-01-29T12:21:46.652350,whiskey,7.1,F,,10.65,123.53
1709,0.130413961,7/31/78,2018-01-29T12:21:46.652578,vidka,5.7,Male,,8.55,184.3
1710,0.077186563,48,2018-01-29T12:21:46.652860,Vin,3.1,M,,15.5,178.11
1711,0.110027028,570,2018-01-29T12:21:46.653049,shots,3.2,female,,4.8,167.96
1712,0.026890147,596,2018-01-29T12:21:46.653207,Scotch,1.5,M,metric,66.46280161,332.1586647
1713,0.082003819,56,2018-01-29T12:21:46.653373,Warsteiner,3.5,meal,metric,1243.000722,288.8147589
1714,0.051232656,48,2018-01-29T12:21:46.653799,Beer,1.5,femeal,,18,172.52
1715,0.105376952,44,2018-01-29T12:21:46.654205,Warsteiner,4,M,metric,1420.951682,259.3849762
1716,0.024026498,398,2018-01-29T12:21:46.654673,Vin,1.5,meal,,7.5,232.71
1717,0.033037431,43,2018-01-29T12:21:46.655025,Warsteiner,1.7,meal,,20.4,215.83
1718,0.068237242,8/14/53,2018-01-29T12:21:46.655256,Franziskaner Weissbier,1.6,female,metric,566.771176,195.5714949
1719,0.052997114,57,2018-01-29T12:21:46.655462,shots,1.3,femeal,metric,58.75031871,252.2227089
1720,0.126706933,762,2018-01-29T12:21:46.655829,Wine,3.1,femeal,metric,458.0928691,221.0909779
1721,0.192605182,8/19/94,2018-01-29T12:21:46.656038,whiskey,8.5,male,,12.75,201.31
1722,0.010794205,7/11/75,2018-01-29T12:21:46.656210,Warsteiner,0.6,,SI,213.5435027,280.9106357
1723,0.141199071,362,2018-01-29T12:21:46.656393,shots,7.5,meal,metric,332.1899653,360.9828623
1724,0.12710577,6/1/81,2018-01-29T12:21:46.656764,vidka,4.1,Female,SI,182.1564561,272.7628085
1725,0.038914569,57,2018-01-29T12:21:46.657020,Warsteiner,1.3,male,,15.6,167.66
1726,0.15675661,28,2018-01-29T12:21:46.657197,Vin,7,meal,metric,1034.724419,302.7121388
1727,0.049811848,57,2018-01-29T12:21:46.657377,vidka,1.3,Female,metric,57.41439317,230.6212897
1728,0.083494016,8/28/95,2018-01-29T12:21:46.657556,shots,3.4,M,,5.1,179.03
1729,0.192220073,443,2018-01-29T12:21:46.657730,Scotch,4.7,Female,SI,207.034432,196.6060647
1730,0.042393799,330,2018-01-29T12:21:46.657899,Bud Light,1.8,Male,SI,638.784134,257.69263
1731,0.229834104,7/18/77,2018-01-29T12:21:46.658061,IPA,5.6,,SI,1989.009388,196.4226811
1732,0.016043975,2/13/53,2018-01-29T12:21:46.658237,Franziskaner Weissbier,0.8,Male,,9.6,186.03
1733,0.065355906,704,2018-01-29T12:21:46.658401,Warsteiner,2.1,F,metric,745.0933617,251.7048151
1734,0.087218875,50,2018-01-29T12:21:46.658812,Merlot,4,Male,,20,211.37
1735,0.052274044,12/5/88,2018-01-29T12:21:46.658988,Franziskaner Weissbier,1.7,F,,20.4,205.07
1736,0.103539397,554,2018-01-29T12:21:46.659156,IPA,3.8,M,SI,1349.424445,259.6830973
1737,0.025661327,43,2018-01-29T12:21:46.659318,Vino,0.6,,,3,143.76
1738,0.111227997,609,2018-01-29T12:21:46.659527,shots,4.4,meal,,6.6,191.28
1739,0.195901826,482,2018-01-29T12:21:46.659743,whiskey,5.6,Female,metric,250.3287916,243.1252083
1740,0.057511931,720,2018-01-29T12:21:46.659923,Vin,1.7,Female,metric,250.5217397,250.134818
1741,0.219525921,25,2018-01-29T12:21:46.660093,Wine,7.8,Female,metric,1152.957872,287.684222
1742,0.058133016,684,2018-01-29T12:21:46.660286,Beer,2.2,Male,,26.4,182.48
1743,0.13216795,37,2018-01-29T12:21:46.660500,vidka,4.7,Male,,7.05,166.85
1744,0.07980447,57,2018-01-29T12:21:46.660679,IPA,3,meal,,36,186.9
1745,0.075408857,595,2018-01-29T12:21:46.660850,Vino,2.5,female,metric,370.3407787,259.8114077
1746,0.100038412,756,2018-01-29T12:21:46.661020,shots,3.2,femeal,metric,143.3835711,262.5737822
1747,0.113783686,9/10/80,2018-01-29T12:21:46.661186,IPA,5.4,male,metric,1916.97824,321.6106157
1748,0.107790635,778,2018-01-29T12:21:46.661368,Wine,3.5,F,SI,518.4206023,245.4947802
1749,0.051834707,3/25/86,2018-01-29T12:21:46.661542,IPA,1.6,Male,,19.2,145.8
1750,0.038508769,424,2018-01-29T12:21:46.661704,Vin,1.4,M,metric,204.5613302,258.2282362
1751,0.082455336,542,2018-01-29T12:21:46.661863,whiskey,2.8,F,,4.2,186.8
1752,0.017958977,57,2018-01-29T12:21:46.662010,Scotch,0.4,female,,0.6,160.98
1753,0.120762467,320,2018-01-29T12:21:46.662168,Wine,4.7,M,,23.5,169.55
1754,0.136879297,404,2018-01-29T12:21:46.662313,IPA,5.2,Male,SI,1843.728022,251.5303104
1755,0.097087056,39,2018-01-29T12:21:46.662476,Vin,3.2,F,,16,195.67
1756,0.041604417,8/4/83,2018-01-29T12:21:46.662635,shots,1.5,meal,SI,67.01682818,249.0676191
1757,0.040661809,5/27/87,2018-01-29T12:21:46.662829,vidka,1.6,meal,metric,70.75973491,285.4503854
1758,0.02565652,31,2018-01-29T12:21:46.663011,Scotch,0.8,M,,1.2,190.68
1759,0.046544073,7/14/57,2018-01-29T12:21:46.663181,Vin,2.1,Male,,10.5,190.55
1760,0.073856509,393,2018-01-29T12:21:46.663342,vidka,3.8,Male,,5.7,198.28
1761,0.180985871,318,2018-01-29T12:21:46.663488,whiskey,8.5,Male,SI,376.556399,302.4312345
1762,0.141196743,36,2018-01-29T12:21:46.663646,Beer,4.8,Female,,57.6,183.79
1763,0.073934164,641,2018-01-29T12:21:46.663806,IPA,2.8,Male,metric,994.88755,276.0465021
1764,0.209788081,343,2018-01-29T12:21:46.663970,Merlot,7,F,metric,1036.737866,274.6878533
1765,0.207849971,21,2018-01-29T12:21:46.664128,Vin,5.9,male,SI,871.7140717,184.4719543
1766,0.103193542,310,2018-01-29T12:21:46.664299,Vin,2.9,F,metric,428.3222387,220.2519378
1767,0.075612608,566,2018-01-29T12:21:46.664456,Cab,2.7,Male,metric,400.4277441,258.5738701
1768,0.112512007,8/25/70,2018-01-29T12:21:46.664614,vidka,4.8,M,metric,214.6157083,266.5057314
1769,0.139750797,488,2018-01-29T12:21:46.664791,Warsteiner,4.3,Female,metric,1527.968742,246.8924631
1770,0.101904632,60,2018-01-29T12:21:46.664951,Merlot,3.7,M,,18.5,175.75
1771,0.189848864,604,2018-01-29T12:21:46.665114,Franziskaner Weissbier,4.5,femeal,metric,1597.211183,201.4309269
1772,0.188154063,12/19/80,2018-01-29T12:21:46.665388,Beer,6.1,Male,,73.2,150.61
1773,0.22615858,276,2018-01-29T12:21:46.665646,Vino,7.6,femeal,,38,193.03
1774,0.051325177,715,2018-01-29T12:21:46.665819,whiskey,2.1,meal,,3.15,172.96
1775,0.084382662,344,2018-01-29T12:21:46.665978,Vin,3.5,male,,17.5,195.78
1776,0.300349022,269,2018-01-29T12:21:46.666129,IPA,8.9,F,,106.8,170.16
1777,0.315212341,3/21/95,2018-01-29T12:21:46.666278,shots,8.7,Female,,13.05,152.16
1778,0.068823807,717,2018-01-29T12:21:46.666440,Vino,2.1,Female,SI,310.7298618,259.162497
1779,0.281473015,314,2018-01-29T12:21:46.666601,vidka,6.7,femeal,,10.05,141.73
1780,0.018083923,8/13/55,2018-01-29T12:21:46.666757,IPA,0.8,meal,,9.6,204.2
1781,0.204829668,26,2018-01-29T12:21:46.666920,Merlot,6.6,F,metric,977.3465266,268.4460065
1782,0.046185297,11/21/65,2018-01-29T12:21:46.667097,Warsteiner,1.9,M,SI,676.4894355,252.1038784
1783,0.040438046,458,2018-01-29T12:21:46.667270,Warsteiner,1.3,Female,,15.6,174.12
1784,0.135564647,12/13/84,2018-01-29T12:21:46.667417,Wine,5.3,male,SI,783.3668884,250.5279618
1785,0.063955938,11/8/86,2018-01-29T12:21:46.667591,Merlot,3.2,male,SI,473.8896138,321.8542257
1786,0.090837672,594,2018-01-29T12:21:46.667769,Scotch,4.1,male,metric,182.9919906,279.5434568
1787,0.039313389,44,2018-01-29T12:21:46.667927,vidka,1.7,male,metric,73.74369436,277.8797201
1788,0.13563021,372,2018-01-29T12:21:46.668098,whiskey,6.5,male,metric,287.8435708,321.9636716
1789,0.178966792,12/11/94,2018-01-29T12:21:46.668255,Wine,5.4,F,,27,172.01
1790,0.018829855,625,2018-01-29T12:21:46.668573,Cab,0.5,femeal,SI,74.58840002,257.6600386
1791,0.143702008,361,2018-01-29T12:21:46.668790,vidka,4.2,F,SI,186.6055903,252.0573493
1792,0.066739413,1/18/55,2018-01-29T12:21:46.668975,Beer,2.8,male,,33.6,167.22
1793,0.086933118,8/26/77,2018-01-29T12:21:46.669159,Cab,3.7,Male,metric,547.4820799,285.8165303
1794,0.067168958,388,2018-01-29T12:21:46.669361,Warsteiner,2.3,F,,27.6,191.68
1795,0.22834367,292,2018-01-29T12:21:46.669529,vidka,6.2,femeal,,9.3,149.15
1796,0.02345871,3/14/75,2018-01-29T12:21:46.669687,whiskey,0.6,meal,metric,26.91009073,274.2971673
1797,0.044691607,55,2018-01-29T12:21:46.669871,IPA,1.4,female,,16.8,179.57
1798,0.074856851,593,2018-01-29T12:21:46.670042,Bud Light,3,Male,,36,203.92
1799,0.056216521,1/4/79,2018-01-29T12:21:46.670201,vidka,2.6,male,,3.9,216.54
1800,0.062013469,663,2018-01-29T12:21:46.670377,Bud Light,2.7,M,,32.4,193.67
1801,0.021155974,691,2018-01-29T12:21:46.670532,whiskey,0.9,meal,metric,41.6180138,285.4806357
1802,0.046219843,621,2018-01-29T12:21:46.670700,Vin,1.9,meal,metric,280.2394076,312.4673055
1803,0.174913096,38,2018-01-29T12:21:46.670879,Franziskaner Weissbier,5.9,female,metric,2095.228198,266.0900833
1804,0.065345188,12/3/69,2018-01-29T12:21:46.671060,vidka,1.6,female,metric,71.14784604,204.8169895
1805,0.217788049,346,2018-01-29T12:21:46.671260,Bud Light,6.9,F,,82.8,185.15
1806,0.096323134,64,2018-01-29T12:21:46.671423,Cab,3.1,F,,15.5,176.57
1807,0.020100299,774,2018-01-29T12:21:46.671591,shots,1.2,Male,metric,53.04146807,320.1721327
1808,0.020978415,58,2018-01-29T12:21:46.671765,Franziskaner Weissbier,0.4,Female,,4.8,136.02
1809,0.053210726,631,2018-01-29T12:21:46.671933,vidka,1.4,female,SI,60.71580433,232.8139837
1810,0.017441521,412,2018-01-29T12:21:46.672101,IPA,0.7,M,metric,248.4541864,273.2579418
1811,0.082602774,497,2018-01-29T12:21:46.672268,Bud Light,2.4,Female,,28.8,161.68
1812,0.051424966,695,2018-01-29T12:21:46.672422,shots,2.6,meal,SI,116.0442628,300.050229
1813,0.088236383,7/6/66,2018-01-29T12:21:46.672591,Warsteiner,2.4,,,28.8,152.08
1814,0.048356297,257,2018-01-29T12:21:46.672766,Warsteiner,2.3,meal,,27.6,196.08
1815,0.135672766,728,2018-01-29T12:21:46.672921,Warsteiner,3.7,F,metric,1313.169339,226.9837533
1816,0.294742171,23,2018-01-29T12:21:46.673090,Vino,9.8,femeal,,49,191.77
1817,0.013824416,520,2018-01-29T12:21:46.673273,Wine,0.6,meal,metric,89.17057385,237.3893077
1818,0.143447042,6/11/86,2018-01-29T12:21:46.673443,Wine,6.3,male,metric,933.3354797,287.8073285
1819,0.073614025,8/28/77,2018-01-29T12:21:46.673614,shots,3.1,M,metric,136.7117161,295.7054021
1820,0.103502515,402,2018-01-29T12:21:46.673792,Beer,4.5,meal,metric,1597.388673,283.0050757
1821,0.034135047,3/8/68,2018-01-29T12:21:46.673954,Vino,1,male,,5,184.39
1822,0.095847959,12/20/89,2018-01-29T12:21:46.674115,Beer,3.6,M,,43.2,175.7
1823,0.034503929,11/14/66,2018-01-29T12:21:46.674275,Wine,1.5,,,7.5,186.9
1824,0.041303652,1/10/66,2018-01-29T12:21:46.674432,Beer,1.4,Male,metric,498.6490414,273.3792191
1825,0.010697712,556,2018-01-29T12:21:46.674602,Scotch,0.5,female,,0.75,179.96
1826,0.101201437,29,2018-01-29T12:21:46.674803,Scotch,3.4,,,5.1,185.89
1827,0.026956027,11/28/79,2018-01-29T12:21:46.674973,shots,0.7,female,,1.05,160.71
1828,0.073134058,552,2018-01-29T12:21:46.675147,Scotch,2.2,,metric,98.21666722,239.361946
1829,0.162537085,542,2018-01-29T12:21:46.675314,Franziskaner Weissbier,4.4,femeal,,52.8,152.72
1830,0.101963791,9/29/55,2018-01-29T12:21:46.675466,Vino,2.8,Female,,14,161.94
1831,0.156991431,27,2018-01-29T12:21:46.675628,shots,6.4,M,,9.6,181.29
1832,0.064012835,9/12/72,2018-01-29T12:21:46.675813,vidka,2.2,male,,3.3,167.23
1833,0.124058437,336,2018-01-29T12:21:46.675976,Warsteiner,4.5,meal,,54,166.14
1834,0.089618165,608,2018-01-29T12:21:46.676128,Vino,3,Female,,15,179.09
1835,0.132078338,470,2018-01-29T12:21:46.676274,vidka,4.5,M,,6.75,161.67
1836,0.063322926,647,2018-01-29T12:21:46.676419,vidka,2.3,male,,3.45,184.47
1837,0.238383286,351,2018-01-29T12:21:46.676563,Warsteiner,7.7,,metric,2734.716865,259.6672397
1838,0.023752031,39,2018-01-29T12:21:46.676721,Vino,1.3,meal,,6.5,230.72
1839,0.032902862,516,2018-01-29T12:21:46.676878,Merlot,1.2,Male,metric,177.4481958,266.3758311
1840,0.144979027,457,2018-01-29T12:21:46.677034,Vin,4,F,SI,592.6581719,220.5352554
1841,0.154708711,10/16/93,2018-01-29T12:21:46.677190,whiskey,5.2,,metric,230.330323,289.2497134
1842,0.00983808,45,2018-01-29T12:21:46.677364,Bud Light,0.5,M,,6,206.73
1843,0.045786994,11/15/53,2018-01-29T12:21:46.677523,Vino,1.2,femeal,metric,178.0207176,237.5828597
1844,0.167342681,8/7/74,2018-01-29T12:21:46.677695,Franziskaner Weissbier,5.2,female,SI,1846.696392,233.3377361
1845,0.069849896,41,2018-01-29T12:21:46.677867,vidka,2.4,female,metric,106.480665,285.5692113
1846,0.023326861,5/22/53,2018-01-29T12:21:46.678041,vidka,1.2,,,1.8,186.38
1847,0.059008713,55,2018-01-29T12:21:46.678206,Franziskaner Weissbier,1.8,Male,,21.6,156.53
1848,0.17839007,26,2018-01-29T12:21:46.678364,Vino,5.6,femeal,,28,180.32
1849,0.055641634,63,2018-01-29T12:21:46.678526,Cab,2,M,metric,295.8299488,262.8944901
1850,0.095576596,62,2018-01-29T12:21:46.678695,Wine,3.6,M,,18,173.15
1851,0.095619295,469,2018-01-29T12:21:46.678853,Franziskaner Weissbier,1.9,Female,,22.8,129.31
1852,0.154426269,350,2018-01-29T12:21:46.678998,Bud Light,5.1,female,metric,1811.549515,260.097459
1853,0.062164642,511,2018-01-29T12:21:46.679156,Merlot,1.8,F,metric,265.9448222,206.0817036
1854,0.051009584,747,2018-01-29T12:21:46.679311,Scotch,1.2,female,,1.8,164.97
1855,0.075551938,7/15/55,2018-01-29T12:21:46.679455,Warsteiner,3.2,male,SI,1136.498328,283.8483779
1856,0.117433482,37,2018-01-29T12:21:46.679628,Cab,4,M,,20,152.73
1857,0.089340808,568,2018-01-29T12:21:46.679844,Beer,4.2,Male,,50.4,216.06
1858,0.10053081,468,2018-01-29T12:21:46.680238,Scotch,3.9,meal,,5.85,168.74
1859,0.266116262,325,2018-01-29T12:21:46.680565,Vino,8.3,Female,SI,1229.267521,259.5811661
1860,0.128303624,487,2018-01-29T12:21:46.680909,Vino,5.6,Male,metric,830.6134657,294.4453528
1861,0.036814777,627,2018-01-29T12:21:46.681205,vidka,1,female,metric,44.55020242,229.9569786
1862,0.113888792,28,2018-01-29T12:21:46.681391,Scotch,4.3,Male,,6.45,170.54
1863,0.082678219,3/5/56,2018-01-29T12:21:46.681568,Beer,3.6,meal,SI,1278.842682,288.4582869
1864,0.147573901,685,2018-01-29T12:21:46.681757,Scotch,3.9,female,,5.85,152.97
1865,0.11457286,727,2018-01-29T12:21:46.681916,shots,3.7,femeal,metric,163.8376579,264.6831925
1866,0.089019975,12/3/91,2018-01-29T12:21:46.682096,shots,3.8,meal,,5.7,181.98
1867,0.095693087,10/7/62,2018-01-29T12:21:46.682267,Vino,2.7,female,metric,398.8079394,229.9205069
1868,0.037912275,5/5/53,2018-01-29T12:21:46.682450,Franziskaner Weissbier,1.9,Male,,22.8,201.27
1869,0.019092002,53,2018-01-29T12:21:46.682620,whiskey,0.5,Male,metric,23.01409886,305.1156353
1870,0.052303707,9/12/57,2018-01-29T12:21:46.682801,vidka,1.7,female,metric,75.44368982,250.1075179
1871,0.200200084,27,2018-01-29T12:21:46.683170,Vin,6.4,femeal,metric,947.3943645,263.3398605
1872,0.061657436,556,2018-01-29T12:21:46.683405,Merlot,2.2,M,,11,170.17
1873,0.170337873,455,2018-01-29T12:21:46.683575,Cab,5.3,F,,26.5,171.96
1874,0.073932551,558,2018-01-29T12:21:46.683743,whiskey,2.1,Female,metric,93.45363599,216.6670537
1875,0.060400077,12/25/60,2018-01-29T12:21:46.683916,IPA,2.2,Female,metric,782.5586646,301.3912693
1876,0.126948362,705,2018-01-29T12:21:46.684106,Wine,3.8,femeal,metric,560.7636228,242.0928944
1877,0.024407104,496,2018-01-29T12:21:46.684275,Bud Light,0.6,female,,7.2,149.2
1878,0.024097697,53,2018-01-29T12:21:46.684534,Vin,0.9,F,metric,133.2665356,244.6444628
1879,0.252059799,1/9/85,2018-01-29T12:21:46.684890,Vin,6.8,F,metric,1006.45011,222.987037
1880,0.042808031,442,2018-01-29T12:21:46.685529,IPA,2,male,,24,196.51
1881,0.108446171,27,2018-01-29T12:21:46.685871,Scotch,4.5,Male,,6.75,188.1
1882,0.144595241,426,2018-01-29T12:21:46.686194,Bud Light,5.6,male,SI,1989.981707,255.5660529
1883,0.020234687,745,2018-01-29T12:21:46.686517,Merlot,0.8,M,,4,172.77
1884,0.047975921,39,2018-01-29T12:21:46.686816,Franziskaner Weissbier,1.3,,,15.6,160.98
1885,0.031039846,1/22/96,2018-01-29T12:21:46.687106,Franziskaner Weissbier,1.1,female,,13.2,166.48
1886,0.045974534,2/3/63,2018-01-29T12:21:46.687317,IPA,1.8,female,SI,639.2426988,276.5396227
1887,0.247842318,333,2018-01-29T12:21:46.687751,Warsteiner,8.1,Female,SI,2878.538624,264.9915391
1888,0.100625979,42,2018-01-29T12:21:46.687973,Franziskaner Weissbier,3.5,femeal,metric,1244.60054,253.9296821
1889,0.08744528,2/2/87,2018-01-29T12:21:46.688184,shots,4.1,male,,6.15,212.29
1890,0.110055604,395,2018-01-29T12:21:46.688390,vidka,3.8,female,,5.7,180.94
1891,0.068819224,257,2018-01-29T12:21:46.688552,vidka,2.4,Male,,3.6,182.88
1892,0.079173564,44,2018-01-29T12:21:46.688775,Wine,2.3,,,11.5,180.18
1893,0.081548866,12/5/81,2018-01-29T12:21:46.688969,Franziskaner Weissbier,3.5,Male,SI,1242.705422,273.6269193
1894,0.020226175,2/27/65,2018-01-29T12:21:46.689157,Vino,0.5,Male,metric,72.87864996,298.3883402
1895,0.108659491,448,2018-01-29T12:21:46.689338,Vin,4.7,Male,,23.5,191.99
1896,0.101527338,578,2018-01-29T12:21:46.689491,Warsteiner,2.6,Female,metric,923.1226524,204.8448324
1897,0.048661505,594,2018-01-29T12:21:46.689656,vidka,2,male,,3,174.34
1898,0.054324557,58,2018-01-29T12:21:46.689817,Vino,1.3,Female,,6.5,158.55
1899,0.172675551,512,2018-01-29T12:21:46.690001,Cab,4.7,female,,23.5,157.62
1900,0.090214626,8/3/63,2018-01-29T12:21:46.690395,Cab,3.7,meal,metric,546.8917496,267.9718884
1901,0.126677444,8/10/78,2018-01-29T12:21:46.690651,Merlot,5.7,male,metric,844.4535396,280.0102179
1902,0.042047114,470,2018-01-29T12:21:46.690839,Merlot,1.3,male,,6.5,199.32
1903,0.114419215,40,2018-01-29T12:21:46.690991,Warsteiner,3.1,Female,,37.2,153.52
1904,0.106362324,437,2018-01-29T12:21:46.691200,vidka,3.4,Female,metric,150.3472178,246.8236973
1905,0.047666896,778,2018-01-29T12:21:46.691383,Bud Light,1.2,femeal,,14.4,149.86
1906,0.02821141,716,2018-01-29T12:21:46.691562,Wine,1.3,M,SI,193.0016116,279.9834354
1907,0.164884493,549,2018-01-29T12:21:46.691993,Wine,4.4,female,SI,651.5563571,217.5327663
1908,0.04471946,51,2018-01-29T12:21:46.692345,whiskey,1.5,Male,metric,67.38414305,256.8524278
1909,0.023704274,393,2018-01-29T12:21:46.692565,Cab,0.8,femeal,,4,172.12
1910,0.036057687,45,2018-01-29T12:21:46.692729,vidka,1.1,M,,1.65,174.92
1911,0.045403326,7/11/61,2018-01-29T12:21:46.692901,Franziskaner Weissbier,0.9,Female,SI,320.2474849,191.669174
1912,0.099483892,1/5/58,2018-01-29T12:21:46.693096,Merlot,3.3,male,,16.5,154.61
1913,0.109291495,10/11/62,2018-01-29T12:21:46.693261,whiskey,3.6,F,metric,158.7672551,276.3632536
1914,0.045616411,700,2018-01-29T12:21:46.693437,Warsteiner,1.3,female,metric,462.2114578,233.2626933
1915,0.039231196,661,2018-01-29T12:21:46.693762,vidka,1.8,M,,2.7,222.8
1916,0.196891077,282,2018-01-29T12:21:46.693933,Beer,4.3,F,metric,1527.017989,178.2719489
1917,0.110985831,653,2018-01-29T12:21:46.694105,Wine,3.2,female,,16,170.81
1918,0.036892952,31,2018-01-29T12:21:46.694268,vidka,1.6,male,,2.4,174.77
1919,0.203961163,339,2018-01-29T12:21:46.694433,whiskey,8,female,,12,204.92
1920,0.075514101,309,2018-01-29T12:21:46.694582,vidka,2.9,M,,4.35,179.44
1921,0.132196089,679,2018-01-29T12:21:46.694731,Warsteiner,4,female,,48,171.47
1922,0.045955826,7/29/59,2018-01-29T12:21:46.694880,vidka,2.1,Male,,3.15,204.58
1923,0.044128446,55,2018-01-29T12:21:46.695133,Merlot,0.9,femeal,,4.5,124.55
1924,0.107426326,621,2018-01-29T12:21:46.695451,Vin,4.4,M,metric,652.7891431,299.8345803
1925,0.102119675,42,2018-01-29T12:21:46.695720,shots,5.2,M,,7.8,219.26
1926,0.058565514,40,2018-01-29T12:21:46.695910,Vin,1.8,male,,9,145.02
1927,0.069246904,12/15/59,2018-01-29T12:21:46.696081,Wine,3,male,SI,445.9357912,274.8692916
1928,0.144107362,11/24/79,2018-01-29T12:21:46.696262,Vino,5.3,meal,,26.5,172.64
1929,0.067498489,9/1/84,2018-01-29T12:21:46.696426,Vino,2.2,male,,11,154.08
1930,0.049709155,5/1/54,2018-01-29T12:21:46.696633,vidka,1.6,F,metric,71.9385579,284.2137709
1931,0.144110421,370,2018-01-29T12:21:46.696845,whiskey,5.7,Male,metric,252.0569936,256.2051013
1932,0.166620046,5/10/88,2018-01-29T12:21:46.697018,Scotch,7.6,male,,11.4,196.6
1933,0.105593335,667,2018-01-29T12:21:46.697182,Warsteiner,3.1,F,,37.2,166.06
1934,0.04003837,696,2018-01-29T12:21:46.697332,whiskey,1.7,meal,metric,76.80767098,269.8835321
1935,0.088400406,9/15/74,2018-01-29T12:21:46.697497,Bud Light,3.5,meal,metric,1243.222019,255.9420921
